time,lat,long,depth,mag
2009-01-20T12:01:08.320Z,60.031666666666666,-153.06883333333334,0,0.4
2009-01-20T12:01:10.820Z,60.037333333333336,-153.061,0.41,0.3
2009-01-20T13:13:13.730Z,52.33283333333333,-174.1195,6.4,0.7
2009-01-20T21:07:35.850Z,61.146166666666666,-152.373,4.95,1.1
2009-01-20T23:01:42.990Z,60.54816666666667,-153.38433333333333,16.64,0
2009-01-20T23:05:33.410Z,58.175666666666665,-155.37316666666666,1.98,0.3
2009-01-21T10:00:50.620Z,60.013,-153.01966666666667,1.65,-0.6
2009-01-21T10:38:28.610Z,58.618,-154.7885,7.67,1.4
2009-01-21T13:29:17.150Z,58.416333333333334,-154.77616666666665,4.8,0.5
2009-01-21T13:32:03.360Z,54.69016666666667,-163.692,0,1.2
2009-01-21T14:40:49.590Z,58.317,-154.10916666666665,12.62,1.4
2009-01-21T15:46:09.200Z,61.904833333333336,-144.06833333333333,1.92,1.4
2009-01-21T19:26:38.630Z,61.31933333333333,-152.248,3.48,0.1
2009-01-21T20:09:21.180Z,51.83266666666667,-178.865,12.07,1.2
2009-01-21T23:28:48.400Z,53.77466666666667,-166.85983333333334,9.33,0.7
2009-01-22T14:35:18.170Z,61.314,-152.27783333333332,7.41,0.3
2009-01-22T20:59:11.740Z,60.056333333333335,-153.03233333333333,2.55,0.1
2009-01-22T21:21:08.940Z,60.043166666666664,-153.0795,0.92,-0.1
2009-01-22T21:21:37.280Z,60.049,-153.06516666666667,1.86,0
2009-01-22T21:29:59.860Z,60.045,-153.0715,1.59,0.4
2009-01-23T00:51:18.000Z,58.187333333333335,-155.28933333333333,0,0.5
2009-01-23T02:45:04.510Z,60.037333333333336,-153.04766666666666,0.64,0.5
2009-01-23T03:15:04.030Z,60.525666666666666,-152.6225,11.63,-0.5
2009-01-23T06:46:35.580Z,51.88216666666667,-176.46616666666668,13.36,2.8
2009-01-23T07:20:30.580Z,61.300333333333334,-152.23633333333333,3.65,0.4
2009-01-23T09:08:22.070Z,60.54566666666667,-152.77,31.98,1.6
2009-01-23T09:24:38.170Z,61.30133333333333,-152.23766666666666,1.96,0.1
